Name	Meta	main_role	sub_role	Function	locus_tag
SJDPG2_RS00115	Genetic information processing	DNA metabolism	"DNA replication, recombination, and repair"	endonuclease MutS2	PgPan_1780
recF	Genetic information processing	DNA metabolism	"DNA replication, recombination, and repair"	DNA replication and repair protein RecF	PgPan_1794
mutL	Genetic information processing	DNA metabolism	"DNA replication, recombination, and repair"	DNA mismatch repair endonuclease MutL	PgPan_1803
recQ	Genetic information processing	DNA metabolism	"DNA replication, recombination, and repair"	DNA helicase RecQ	PgPan_1807
gyrA	Genetic information processing	DNA metabolism	"DNA replication, recombination, and repair"	DNA gyrase subunit A	PgPan_1862
CS546_RS09020	Genetic information processing	DNA metabolism	"DNA replication, recombination, and repair"	DNA polymerase III subunit gamma/tau	PgPan_1908
CF001_RS15170	Genetic information processing	DNA metabolism	Restriction/modification	type I restriction enzyme HsdR N-terminal domain-containing protein	PgPan_0133
cas4	Genetic information processing	Mobile and extrachromosomal element functions	CRISPR	CRISPR-associated protein Cas4	PgPan_1929
cas6	Genetic information processing	Mobile and extrachromosomal element functions	CRISPR	CRISPR-associated endoribonuclease Cas6	PgPan_1931
CS548_RS07735	Genetic information processing	Mobile and extrachromosomal element functions	Transposon functions	IS5 family transposase	PgPan_0011
CS546_RS08545	Genetic information processing	Mobile and extrachromosomal element functions	Transposon functions	IS5 family transposase	PgPan_1162
CS549_RS10010	Genetic information processing	Mobile and extrachromosomal element functions	Transposon functions	IS982-like element IS195 family transposase	PgPan_1860
EG14_RS02640	Genetic information processing	Mobile and extrachromosomal element functions	Transposon functions	IS5 family transposase	PgPan_1912
EG14_RS07775	Genetic information processing	Mobile and extrachromosomal element functions	Transposon functions	IS5 family transposase	PgPan_1913
EG14_RS07185	Genetic information processing	Mobile and extrachromosomal element functions	Transposon functions	IS5/IS1182 family transposase	PgPan_1993
CF001_RS14305	Genetic information processing	Mobile and extrachromosomal element functions	Transposon functions	IS5 family transposase	PgPan_2240
CLI74_RS10665	Genetic information processing	Mobile and extrachromosomal element functions	Transposon functions	IS5 family transposase	PgPan_2327
CS388_RS00675	Genetic information processing	Protein fate	"Degradation of proteins, peptides, and glycopeptides"	M3 family metallopeptidase	PgPan_0009
tsaB	Genetic information processing	Protein fate	"Degradation of proteins, peptides, and glycopeptides"	tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex dimerization subunit type 1 TsaB	PgPan_0020
CS550_RS05265	Genetic information processing	Protein fate	"Degradation of proteins, peptides, and glycopeptides"	3-keto-5-aminohexanoate cleavage protein	PgPan_0308
CS550_RS05270	Genetic information processing	Protein fate	"Degradation of proteins, peptides, and glycopeptides"	hypothetical protein	PgPan_0309
CS387_RS00510	Genetic information processing	Protein fate	"Degradation of proteins, peptides, and glycopeptides"	S41 family peptidase	PgPan_0315
CLI74_RS03840	Genetic information processing	Protein fate	"Degradation of proteins, peptides, and glycopeptides"	S9 family peptidase	PgPan_0399
B0490_RS06025	Genetic information processing	Protein fate	"Degradation of proteins, peptides, and glycopeptides"	peptidase C69	PgPan_0442
CS545_RS06225	Genetic information processing	Protein fate	"Degradation of proteins, peptides, and glycopeptides"	aminopeptidase P family protein	PgPan_0523
CBG53_RS06105	Genetic information processing	Protein fate	"Degradation of proteins, peptides, and glycopeptides"	asparaginase	PgPan_0736
CS545_RS08195	Genetic information processing	Protein fate	"Degradation of proteins, peptides, and glycopeptides"	C1 family peptidase	PgPan_0881
PGS_RS01880	Genetic information processing	Protein fate	"Degradation of proteins, peptides, and glycopeptides"	gamma-glutamyl-gamma-aminobutyrate hydrolase family protein	PgPan_0900
B0492_RS09545	Genetic information processing	Protein fate	"Degradation of proteins, peptides, and glycopeptides"	S41 family peptidase	PgPan_1025
CS546_RS06975	Genetic information processing	Protein fate	"Degradation of proteins, peptides, and glycopeptides"	insulinase family protein	PgPan_1064
B0490_RS08460	Genetic information processing	Protein fate	"Degradation of proteins, peptides, and glycopeptides"	M13 family metallopeptidase	PgPan_1096
group_4123	Genetic information processing	Protein fate	"Degradation of proteins, peptides, and glycopeptides"	aminoacyl-histidine dipeptidase	PgPan_1118
SJDPG2_RS04085	Genetic information processing	Protein fate	"Degradation of proteins, peptides, and glycopeptides"	S41 family peptidase	PgPan_1142
CF001_RS20530	Genetic information processing	Protein fate	"Degradation of proteins, peptides, and glycopeptides"	TolC family protein	PgPan_1306
PGJ_RS05165	Genetic information processing	Protein fate	"Degradation of proteins, peptides, and glycopeptides"	U32 family peptidase	PgPan_1329
HMPREF1555_RS05465	Genetic information processing	Protein fate	"Degradation of proteins, peptides, and glycopeptides"	S9 family peptidase	PgPan_1353
sppA	Genetic information processing	Protein fate	"Degradation of proteins, peptides, and glycopeptides"	signal peptide peptidase SppA	PgPan_1477
lon	Genetic information processing	Protein fate	"Degradation of proteins, peptides, and glycopeptides"	endopeptidase La	PgPan_1496
CF001_RS17410	Genetic information processing	Protein fate	"Degradation of proteins, peptides, and glycopeptides"	T9SS type A sorting domain-containing protein	PgPan_1546
pepD	Genetic information processing	Protein fate	"Degradation of proteins, peptides, and glycopeptides"	aminoacyl-histidine dipeptidase	PgPan_1558
PGJ_RS06485	Genetic information processing	Protein fate	"Degradation of proteins, peptides, and glycopeptides"	S9 family peptidase	PgPan_1588
HMPREF1555_RS06070	Genetic information processing	Protein fate	"Degradation of proteins, peptides, and glycopeptides"	M3 family metallopeptidase	PgPan_1642
EG14_RS00230	Genetic information processing	Protein fate	"Degradation of proteins, peptides, and glycopeptides"	aminopeptidase	PgPan_1643
HMPREF1555_RS08595	Genetic information processing	Protein fate	"Degradation of proteins, peptides, and glycopeptides"	peptidase M49	PgPan_1724
rseP	Genetic information processing	Protein fate	"Degradation of proteins, peptides, and glycopeptides"	RIP metalloprotease RseP	PgPan_1779
clpP	Genetic information processing	Protein fate	"Degradation of proteins, peptides, and glycopeptides"	ATP-dependent Clp endopeptidase proteolytic subunit ClpP	PgPan_1809
pepT	Genetic information processing	Protein fate	"Degradation of proteins, peptides, and glycopeptides"	peptidase T	PgPan_1838
CBG53_RS03475	Genetic information processing	Protein fate	"Degradation of proteins, peptides, and glycopeptides"	T9SS type A sorting domain-containing protein	PgPan_1884
PGJ_RS02150	Genetic information processing	Protein fate	"Degradation of proteins, peptides, and glycopeptides"	collagenase	PgPan_1889
PGJ_RS02220	Genetic information processing	Protein fate	"Degradation of proteins, peptides, and glycopeptides"	T9SS type A sorting domain-containing protein	PgPan_1903
SJDPG2_RS09920	Genetic information processing	Protein fate	"Degradation of proteins, peptides, and glycopeptides"	S41 family peptidase	PgPan_3225
ffh	Genetic information processing	Protein fate	Protein and peptide secretion and trafficking	signal recognition particle protein	PgPan_0270
bamD	Genetic information processing	Protein fate	Protein and peptide secretion and trafficking	outer membrane protein assembly factor BamD	PgPan_0518
lepB	Genetic information processing	Protein fate	Protein and peptide secretion and trafficking	signal peptidase I	PgPan_0577
group_4291	Genetic information processing	Protein fate	Protein and peptide secretion and trafficking	signal peptidase I	PgPan_0578
CS543_RS00015	Genetic information processing	Protein fate	Protein and peptide secretion and trafficking	AsmA family protein	PgPan_0714
CS549_RS07875	Genetic information processing	Protein fate	Protein and peptide secretion and trafficking	lipoprotein signal peptidase	PgPan_0874
CS387_RS08885	Genetic information processing	Protein fate	Protein and peptide secretion and trafficking	outer membrane protein assembly factor	PgPan_1068
ftsY	Genetic information processing	Protein fate	Protein and peptide secretion and trafficking	signal recognition particle-docking protein FtsY	PgPan_1104
secG	Genetic information processing	Protein fate	Protein and peptide secretion and trafficking	preprotein translocase subunit SecG	PgPan_1110
secY	Genetic information processing	Protein fate	Protein and peptide secretion and trafficking	preprotein translocase subunit SecY	PgPan_1191
yidC	Genetic information processing	Protein fate	Protein and peptide secretion and trafficking	membrane protein insertase YidC	PgPan_1568
secA	Genetic information processing	Protein fate	Protein and peptide secretion and trafficking	preprotein translocase subunit SecA	PgPan_1579
yajC	Genetic information processing	Protein fate	Protein and peptide secretion and trafficking	preprotein translocase subunit YajC	PgPan_1613
AT291_RS08345	Genetic information processing	Protein fate	Protein and peptide secretion and trafficking	protein translocase subunit SecDF	PgPan_1671
secE	Genetic information processing	Protein fate	Protein and peptide secretion and trafficking	preprotein translocase subunit SecE	PgPan_1784
tig	Genetic information processing	Protein fate	Protein folding and stabilization	trigger factor	PgPan_0012
clpB	Genetic information processing	Protein fate	Protein folding and stabilization	ATP-dependent chaperone ClpB	PgPan_0267
B0493_RS07685	Genetic information processing	Protein fate	Protein folding and stabilization	peptidylprolyl isomerase	PgPan_0439
dnaK	Genetic information processing	Protein fate	Protein folding and stabilization	molecular chaperone DnaK	PgPan_0556
EG14_RS02900	Genetic information processing	Protein fate	Protein folding and stabilization	FKBP-type peptidyl-prolyl cis-trans isomerase	PgPan_0809
CS548_RS02640	Genetic information processing	Protein fate	Protein folding and stabilization	DUF255 domain-containing protein	PgPan_0897
CS550_RS09375	Genetic information processing	Protein fate	Protein folding and stabilization	ATP-dependent Clp protease ATP-binding subunit	PgPan_1238
htpG	Genetic information processing	Protein fate	Protein folding and stabilization	molecular chaperone HtpG	PgPan_1266
CS059_RS00210	Genetic information processing	Protein fate	Protein folding and stabilization	FKBP-type peptidyl-prolyl cis-trans isomerase	PgPan_1363
B0492_RS02010	Genetic information processing	Protein fate	Protein folding and stabilization	FKBP-type peptidyl-prolyl cis-trans isomerase	PgPan_1364
CF002_RS02175	Genetic information processing	Protein fate	Protein folding and stabilization	FKBP-type peptidyl-prolyl cis-trans isomerase	PgPan_1365
CS374_RS07960	Genetic information processing	Protein fate	Protein folding and stabilization	DegQ family serine endoprotease	PgPan_1516
CF001_RS17610	Genetic information processing	Protein fate	Protein folding and stabilization	co-chaperone GroES	PgPan_1573
groL	Genetic information processing	Protein fate	Protein folding and stabilization	chaperonin GroEL	PgPan_1574
dnaJ	Genetic information processing	Protein fate	Protein folding and stabilization	molecular chaperone DnaJ	PgPan_1656
grpE	Genetic information processing	Protein fate	Protein folding and stabilization	nucleotide exchange factor GrpE	PgPan_1657
CS548_RS09390	Genetic information processing	Protein fate	Protein folding and stabilization	peptidylprolyl isomerase	PgPan_1806
clpX	Genetic information processing	Protein fate	Protein folding and stabilization	ATP-dependent Clp protease ATP-binding subunit ClpX	PgPan_1808
EG14_RS09330	Genetic information processing	Protein fate	Protein folding and stabilization	peptidyl-prolyl cis-trans isomerase	PgPan_1845
lgt	Genetic information processing	Protein fate	Protein modification and repair	prolipoprotein diacylglyceryl transferase	PgPan_0044
CS550_RS06335	Genetic information processing	Protein fate	Protein modification and repair	MBL fold metallo-hydrolase	PgPan_0414
HMPREF1555_RS03480	Genetic information processing	Protein fate	Protein modification and repair	peptidylprolyl isomerase	PgPan_0509
msrB	Genetic information processing	Protein fate	Protein modification and repair	peptide-methionine (R)-S-oxide reductase MsrB	PgPan_0707
AT291_RS08660	Genetic information processing	Protein fate	Protein modification and repair	peptide deformylase	PgPan_0780
CS374_RS01920	Genetic information processing	Protein fate	Protein modification and repair	biotin--[acetyl-CoA-carboxylase] ligase	PgPan_0877
CS549_RS06510	Genetic information processing	Protein fate	Protein modification and repair	redoxin domain-containing protein	PgPan_0997
prmC	Genetic information processing	Protein fate	Protein modification and repair	peptide chain release factor N(5)-glutamine methyltransferase	PgPan_1099
map	Genetic information processing	Protein fate	Protein modification and repair	type I methionyl aminopeptidase	PgPan_1190
CS545_RS07695	Genetic information processing	Protein fate	Protein modification and repair	tryptophanase	PgPan_1874
obgE	Genetic information processing	Protein synthesis	Other2	GTPase ObgE	PgPan_0031
CS546_RS05845	Genetic information processing	Protein synthesis	Other2	GTPase Era	PgPan_0753
B0492_RS07460	Genetic information processing	Protein synthesis	Other2	ribosome biogenesis GTPase Der	PgPan_0754
EG14_RS04450	Genetic information processing	Protein synthesis	Other2	aminoacyl-tRNA hydrolase	PgPan_1090
ybeY	Genetic information processing	Protein synthesis	Other2	rRNA maturation RNase YbeY	PgPan_1583
